分拣中心,日期,货量
SC2,2023-11-02,17654
SC2,2023-11-03,14357
SC2,2023-11-04,13068
SC2,2023-11-05,11082
SC2,2023-11-06,13009
SC2,2023-11-07,11790
SC2,2023-11-08,12570
SC2,2023-11-09,11224
SC2,2023-11-10,14065
SC2,2023-11-13,12344
SC2,2023-11-14,10701
SC2,2023-11-15,9697
SC2,2023-11-16,9823
SC2,2023-11-17,8780
SC2,2023-11-18,8216
SC2,2023-11-19,6819
SC2,2023-11-20,8530
SC2,2023-11-21,7951
SC2,2023-11-22,7849
SC2,2023-11-23,7785
SC2,2023-11-24,7607
SC2,2023-11-25,7410
SC2,2023-11-26,6498
SC2,2023-11-27,7721
SC2,2023-11-28,7441
SC2,2023-11-29,7417
SC2,2023-11-30,8600
SC26,2023-08-01,5243
SC26,2023-08-02,4069
SC26,2023-08-03,4055
SC26,2023-08-04,4139
SC26,2023-08-05,3951
SC26,2023-08-06,3808
SC26,2023-08-07,3993
SC26,2023-08-08,4076
SC26,2023-08-09,4294
SC26,2023-08-10,4091
SC26,2023-08-11,3974
SC26,2023-08-12,3826
SC26,2023-08-13,3738
SC26,2023-08-14,4293
SC26,2023-08-15,4746
SC26,2023-08-16,4544
SC26,2023-08-17,4132
SC26,2023-08-18,4119
SC26,2023-08-19,4743
SC26,2023-08-20,4844
SC26,2023-08-21,5282
SC26,2023-08-22,4969
SC26,2023-08-23,3895
SC26,2023-08-24,3734
SC26,2023-08-25,3885
SC26,2023-08-26,4397
SC26,2023-08-27,4589
SC26,2023-08-28,4999
SC26,2023-08-29,4397
SC26,2023-08-30,4162
SC26,2023-08-31,4087
SC26,2023-09-01,4829
SC26,2023-09-02,4872
SC26,2023-09-03,4868
SC26,2023-09-04,5522
SC26,2023-09-05,5396
SC26,2023-09-06,4824
SC26,2023-09-07,4852
SC26,2023-09-08,4283
SC26,2023-09-09,5381
SC26,2023-09-10,4116
SC26,2023-09-11,4253
SC26,2023-09-12,4479
SC26,2023-09-13,4195
SC26,2023-09-14,4091
SC26,2023-09-15,4205
SC26,2023-09-16,4520
SC26,2023-09-17,4497
SC26,2023-09-18,4904
SC26,2023-09-19,4952
SC26,2023-09-20,5741
SC26,2023-09-21,5242
SC26,2023-09-22,5311
SC26,2023-09-23,5301
SC26,2023-09-24,5471
SC26,2023-09-25,5848
SC26,2023-09-26,4775
SC26,2023-09-27,4573
SC26,2023-09-28,4259
SC26,2023-09-29,4008
SC26,2023-09-30,3328
SC26,2023-10-01,3747
SC26,2023-10-02,3547
SC26,2023-10-03,3607
SC26,2023-10-04,3926
SC26,2023-10-05,4409
SC26,2023-10-06,4063
SC26,2023-10-07,4622
SC26,2023-10-08,4028
SC26,2023-10-09,3763
SC26,2023-10-10,3943
SC26,2023-10-11,3698
SC26,2023-10-12,3621
SC26,2023-10-13,3636
SC26,2023-10-14,3614
SC26,2023-10-15,3398
SC26,2023-10-16,4317
SC26,2023-10-17,4025
SC26,2023-10-18,3721
SC26,2023-10-19,3889
SC26,2023-10-20,5247
SC26,2023-10-21,4238
SC26,2023-10-22,4427
SC26,2023-10-23,5055
SC26,2023-10-24,6876
SC26,2023-10-25,6160
SC26,2023-10-26,5506
SC26,2023-10-27,5382
SC26,2023-10-28,5323
SC26,2023-10-29,5548
SC26,2023-10-30,5255
SC26,2023-10-31,3800
SC26,2023-11-02,6571
SC26,2023-11-03,5988
SC26,2023-11-04,5874
SC26,2023-11-05,5327
SC26,2023-11-06,5777
SC26,2023-11-07,5694
SC26,2023-11-08,5739
SC26,2023-11-09,5615
SC26,2023-11-10,5511
SC26,2023-11-13,5027
SC26,2023-11-14,4834
SC26,2023-11-15,4289
SC26,2023-11-16,3968
SC26,2023-11-17,4079
SC26,2023-11-18,3991
SC26,2023-11-19,3777
SC26,2023-11-20,3802
SC26,2023-11-21,4390
SC26,2023-11-22,4141
SC26,2023-11-23,3717
SC26,2023-11-24,3924
SC26,2023-11-25,3988
SC26,2023-11-26,4035
SC26,2023-11-27,3921
SC26,2023-11-28,4013
SC26,2023-11-29,4142
SC26,2023-11-30,4477
SC46,2023-08-01,2163
SC46,2023-08-02,1774
SC46,2023-08-03,1668
SC46,2023-08-04,1738
SC46,2023-08-05,2120
SC46,2023-08-06,1760
SC46,2023-08-07,1778
SC46,2023-08-08,2013
SC46,2023-08-09,2127
SC46,2023-08-10,1908
SC46,2023-08-11,2068
SC46,2023-08-12,1908
SC46,2023-08-13,1984
SC46,2023-08-14,1910
SC46,2023-08-15,1798
SC46,2023-08-16,1894
SC46,2023-08-17,1803
SC46,2023-08-18,2242
SC46,2023-08-19,2396
SC46,2023-08-20,1926
SC46,2023-08-21,1875
SC46,2023-08-22,2025
SC46,2023-08-23,3163
SC46,2023-08-24,2881
SC46,2023-08-25,4662
SC46,2023-08-30,5261
SC46,2023-08-31,4196
SC46,2023-09-01,3265
SC46,2023-09-02,2574
SC46,2023-09-03,2331
SC46,2023-09-04,2620
SC46,2023-09-05,2354
SC46,2023-09-06,2347
SC46,2023-09-07,2259
SC46,2023-09-08,2016
SC46,2023-09-09,1993
SC46,2023-09-10,1713
SC46,2023-09-11,1852
SC46,2023-09-12,2045
SC46,2023-09-13,2120
SC46,2023-09-14,2214
SC46,2023-09-15,2135
SC46,2023-09-16,1900
SC46,2023-09-17,1796
SC46,2023-09-18,1912
SC46,2023-09-19,2173
SC46,2023-09-20,2122
SC46,2023-09-21,2353
SC46,2023-09-22,2559
SC46,2023-09-23,2533
SC46,2023-09-24,2467
SC46,2023-09-25,2624
SC46,2023-09-26,2942
SC46,2023-09-27,2423
SC46,2023-09-28,1300
SC46,2023-09-29,289
SC46,2023-09-30,239
SC46,2023-10-01,275
SC46,2023-10-02,447
SC46,2023-10-03,470
SC46,2023-10-04,556
SC46,2023-10-05,679
SC46,2023-10-06,825
SC46,2023-10-07,1131
SC46,2023-10-08,1378
SC46,2023-10-09,1640
SC46,2023-10-10,1754
SC46,2023-10-11,1809
SC46,2023-10-12,1674
SC46,2023-10-13,1764
SC46,2023-10-14,1639
SC46,2023-10-15,1643
SC46,2023-10-16,1553
SC46,2023-10-17,1682
SC46,2023-10-18,1672
SC46,2023-10-19,1850
SC46,2023-10-20,1911
SC46,2023-10-21,1495
SC46,2023-10-22,1191
SC46,2023-10-23,1251
SC46,2023-10-24,1715
SC46,2023-10-25,1726
SC46,2023-10-26,1649
SC46,2023-10-27,1568
SC46,2023-10-28,1421
SC46,2023-10-29,1511
SC46,2023-10-30,1520
SC46,2023-10-31,2021
SC46,2023-11-01,3237
SC46,2023-11-02,2239
SC46,2023-11-03,2213
SC46,2023-11-04,2073
SC46,2023-11-05,1971
SC46,2023-11-06,1981
SC46,2023-11-07,1895
SC46,2023-11-08,2220
SC46,2023-11-09,2559
SC46,2023-11-10,2868
SC46,2023-11-11,3039
SC46,2023-11-12,3008
SC46,2023-11-13,1975
SC46,2023-11-14,2024
SC46,2023-11-15,2555
SC46,2023-11-16,2872
SC46,2023-11-17,2696
SC46,2023-11-18,2479
SC46,2023-11-19,2372
SC46,2023-11-20,1756
SC46,2023-11-21,2223
SC46,2023-11-22,2451
SC46,2023-11-23,2844
SC46,2023-11-24,2496
SC46,2023-11-25,2751
SC46,2023-11-26,1852
SC46,2023-11-27,2580
SC46,2023-11-28,2770
SC46,2023-11-29,3653
SC46,2023-11-30,3098
SC12,2023-08-01,3408
SC12,2023-08-02,3663
SC12,2023-08-03,3710
SC12,2023-08-04,3592
SC12,2023-08-05,3379
SC12,2023-08-06,3361
SC12,2023-08-07,3475
SC12,2023-08-08,3784
SC12,2023-08-09,4204
SC12,2023-08-10,3699
SC12,2023-08-11,3690
SC12,2023-08-12,3341
SC12,2023-08-13,3175
SC12,2023-08-14,3757
SC12,2023-08-15,3201
SC12,2023-08-16,4768
SC12,2023-08-17,3886
SC12,2023-08-18,3909
SC12,2023-08-19,3882
SC12,2023-08-20,3817
SC12,2023-08-21,4148
SC12,2023-08-22,3986
SC12,2023-08-23,3985
SC12,2023-08-24,4076
SC12,2023-08-25,4487
SC12,2023-08-26,4436
SC12,2023-08-27,4045
SC12,2023-08-28,4383
SC12,2023-08-29,3954
SC12,2023-08-30,3954
SC12,2023-08-31,4028
SC12,2023-09-01,4216
SC12,2023-09-02,3981
SC12,2023-09-03,3781
SC12,2023-09-04,3917
SC12,2023-09-05,4729
SC12,2023-09-06,4495
SC12,2023-09-07,3974
SC12,2023-09-08,4104
SC12,2023-09-09,3740
SC12,2023-09-10,3726
SC12,2023-09-11,3849
SC12,2023-09-12,4188
SC12,2023-09-13,3864
SC12,2023-09-14,4067
SC12,2023-09-15,3989
SC12,2023-09-16,3725
SC12,2023-09-17,3871
SC12,2023-09-18,4039
SC12,2023-09-19,465
SC12,2023-09-20,6310
SC12,2023-09-21,4828
SC12,2023-09-22,3924
SC12,2023-09-23,3678
SC12,2023-09-24,3753
SC12,2023-09-25,3915
SC12,2023-09-26,3852
SC12,2023-09-27,3506
SC12,2023-09-28,3338
SC12,2023-09-29,3069
SC12,2023-09-30,3202
SC12,2023-10-01,3262
SC12,2023-10-02,3075
SC12,2023-10-03,3245
SC12,2023-10-04,3475
SC12,2023-10-05,3777
SC12,2023-10-06,3993
SC12,2023-10-07,4514
SC12,2023-10-08,4498
SC12,2023-10-09,4329
SC12,2023-10-10,4134
SC12,2023-10-11,4072
SC12,2023-10-12,3887
SC12,2023-10-13,4140
SC12,2023-10-14,3942
SC12,2023-10-15,3535
SC12,2023-10-16,4847
SC12,2023-10-17,4219
SC12,2023-10-18,4125
SC12,2023-10-19,3970
SC12,2023-10-20,4133
SC12,2023-10-21,3677
SC12,2023-10-22,3362
SC12,2023-10-23,3690
SC12,2023-10-24,12461
SC12,2023-10-25,7633
SC12,2023-10-26,6929
SC12,2023-10-27,6161
SC12,2023-10-28,6210
SC12,2023-10-29,6370
SC12,2023-10-30,5921
SC12,2023-10-31,8055
SC12,2023-11-03,8863
SC12,2023-11-04,7107
SC12,2023-11-05,6672
SC12,2023-11-06,6271
SC12,2023-11-07,6834
SC12,2023-11-08,6610
SC12,2023-11-09,6563
SC12,2023-11-10,8769
SC12,2023-11-13,4786
SC12,2023-11-14,4020
SC12,2023-11-15,3900
SC12,2023-11-16,3843
SC12,2023-11-17,3638
SC12,2023-11-18,4567
SC12,2023-11-19,3861
SC12,2023-11-20,4073
SC12,2023-11-21,4222
SC12,2023-11-22,4249
SC12,2023-11-23,4273
SC12,2023-11-24,4320
SC12,2023-11-25,4153
SC12,2023-11-26,4130
SC12,2023-11-27,4348
SC12,2023-11-28,4329
SC12,2023-11-29,4285
SC12,2023-11-30,4049
SC58,2023-08-01,1316
SC58,2023-08-02,825
SC58,2023-08-03,817
SC58,2023-08-04,806
SC58,2023-08-05,737
SC58,2023-08-06,590
SC58,2023-08-07,698
SC58,2023-08-08,796
SC58,2023-08-09,726
SC58,2023-08-10,692
SC58,2023-08-11,686
SC58,2023-08-12,523
SC58,2023-08-13,609
SC58,2023-08-14,734
SC58,2023-08-15,898
SC58,2023-08-16,794
SC58,2023-08-17,745
SC58,2023-08-18,696
SC58,2023-08-19,610
SC58,2023-08-20,598
SC58,2023-08-21,740
SC58,2023-08-22,820
SC58,2023-08-23,672
SC58,2023-08-24,683
SC58,2023-08-25,634
SC58,2023-08-26,637
SC58,2023-08-27,658
SC58,2023-08-28,819
SC58,2023-08-29,801
SC58,2023-08-30,776
SC58,2023-08-31,799
SC58,2023-09-01,964
SC58,2023-09-02,727
SC58,2023-09-03,706
SC58,2023-09-04,830
SC58,2023-09-05,840
SC58,2023-09-06,983
SC58,2023-09-07,988
SC58,2023-09-08,979
SC58,2023-09-09,785
SC58,2023-09-10,765
SC58,2023-09-11,1195
SC58,2023-09-12,1204
SC58,2023-09-13,1033
SC58,2023-09-14,1023
SC58,2023-09-15,1099
SC58,2023-09-16,1020
SC58,2023-09-17,826
SC58,2023-09-18,1240
SC58,2023-09-19,1301
SC58,2023-09-20,1208
SC58,2023-09-21,1353
SC58,2023-09-22,1287
SC58,2023-09-23,979
SC58,2023-09-24,788
SC58,2023-09-25,1338
SC58,2023-09-26,1049
SC58,2023-09-27,1182
SC58,2023-09-28,1123
SC58,2023-09-29,734
SC58,2023-09-30,754
SC58,2023-10-01,882
SC58,2023-10-02,834
SC58,2023-10-03,654
SC58,2023-10-04,717
SC58,2023-10-05,698
SC58,2023-10-06,743
SC58,2023-10-07,971
SC58,2023-10-08,830
SC58,2023-10-09,800
SC58,2023-10-10,710
SC58,2023-10-11,835
SC58,2023-10-12,868
SC58,2023-10-13,722
SC58,2023-10-14,633
SC58,2023-10-15,562
SC58,2023-10-16,790
SC58,2023-10-17,951
SC58,2023-10-18,793
SC58,2023-10-19,783
SC58,2023-10-20,1028
SC58,2023-10-21,772
SC58,2023-10-22,628
SC58,2023-10-23,792
SC58,2023-10-24,1238
SC58,2023-10-25,722
SC58,2023-10-26,941
SC58,2023-10-27,1100
SC58,2023-10-28,685
SC58,2023-10-29,700
SC58,2023-10-30,926
SC58,2023-10-31,915
SC58,2023-11-02,1351
SC58,2023-11-03,976
SC58,2023-11-04,813
SC58,2023-11-05,720
SC58,2023-11-06,932
SC58,2023-11-07,830
SC58,2023-11-08,901
SC58,2023-11-09,1034
SC58,2023-11-10,1180
SC58,2023-11-11,1235
SC58,2023-11-12,817
SC58,2023-11-13,858
SC58,2023-11-14,923
SC58,2023-11-15,745
SC58,2023-11-16,762
SC58,2023-11-17,603
SC58,2023-11-18,567
SC58,2023-11-19,820
SC58,2023-11-20,912
SC58,2023-11-21,931
SC58,2023-11-22,815
SC58,2023-11-23,828
SC58,2023-11-24,794
SC58,2023-11-25,663
SC58,2023-11-26,687
SC58,2023-11-27,863
SC58,2023-11-28,804
SC58,2023-11-29,799
SC58,2023-11-30,825
SC52,2023-08-01,4320
SC52,2023-08-02,3253
SC52,2023-08-03,2787
SC52,2023-08-04,3989
SC52,2023-08-05,3781
SC52,2023-08-06,3074
SC52,2023-08-07,2696
SC52,2023-08-08,2781
SC52,2023-08-09,2582
SC52,2023-08-10,2754
SC52,2023-08-11,3458
SC52,2023-08-12,3417
SC52,2023-08-13,2477
SC52,2023-08-14,2582
SC52,2023-08-15,2930
SC52,2023-08-16,2765
SC52,2023-08-17,2997
SC52,2023-08-18,3730
SC52,2023-08-19,3387
SC52,2023-08-20,2461
SC52,2023-08-21,2576
SC52,2023-08-22,2981
SC52,2023-08-23,2814
SC52,2023-08-24,3830
SC52,2023-08-25,4883
SC52,2023-08-26,3887
SC52,2023-08-27,2792
SC52,2023-08-28,2887
SC52,2023-08-29,3323
SC52,2023-08-30,3359
SC52,2023-08-31,2888
SC52,2023-09-01,5581
SC52,2023-09-02,4767
SC52,2023-09-03,3174
SC52,2023-09-04,2916
SC52,2023-09-05,3081
SC52,2023-09-06,3485
SC52,2023-09-07,4493
SC52,2023-09-08,4476
SC52,2023-09-09,4294
SC52,2023-09-10,2732
SC52,2023-09-11,2647
SC52,2023-09-12,3137
SC52,2023-09-13,3301
SC52,2023-09-14,3188
SC52,2023-09-15,4703
SC52,2023-09-16,4356
SC52,2023-09-17,3116
SC52,2023-09-18,2787
SC52,2023-09-19,3731
SC52,2023-09-20,3937
SC52,2023-09-21,3700
SC52,2023-09-22,4033
SC52,2023-09-23,4621
SC52,2023-09-24,3751
SC52,2023-09-25,3385
SC52,2023-09-26,3827
SC52,2023-09-27,4008
SC52,2023-09-28,3914
SC52,2023-09-29,2662
SC52,2023-09-30,2514
SC52,2023-10-01,2685
SC52,2023-10-02,1968
SC52,2023-10-03,1970
SC52,2023-10-04,1989
SC52,2023-10-05,2326
SC52,2023-10-06,2577
SC52,2023-10-07,2987
SC52,2023-10-08,2836
SC52,2023-10-09,2724
SC52,2023-10-10,3258
SC52,2023-10-11,3068
SC52,2023-10-12,2903
SC52,2023-10-13,4017
SC52,2023-10-14,3734
SC52,2023-10-15,2810
SC52,2023-10-16,2642
SC52,2023-10-17,3372
SC52,2023-10-18,2682
SC52,2023-10-19,3426
SC52,2023-10-20,5894
SC52,2023-10-21,3550
SC52,2023-10-22,2347
SC52,2023-10-23,3992
SC52,2023-10-24,8476
SC52,2023-10-25,3874
SC52,2023-10-26,3553
SC52,2023-10-27,6859
SC52,2023-10-28,5174
SC52,2023-10-29,3843
SC52,2023-10-30,3080
SC52,2023-10-31,6108
SC52,2023-11-02,9649
SC52,2023-11-03,5820
SC52,2023-11-04,6177
SC52,2023-11-05,4315
SC52,2023-11-06,3458
SC52,2023-11-07,5121
SC52,2023-11-08,5075
SC52,2023-11-09,4983
SC52,2023-11-10,6944
SC52,2023-11-13,10256
SC52,2023-11-14,3856
SC52,2023-11-15,3547
SC52,2023-11-16,3796
SC52,2023-11-17,4571
SC52,2023-11-18,3866
SC52,2023-11-19,2748
SC52,2023-11-20,2886
SC52,2023-11-21,2926
SC52,2023-11-22,2979
SC52,2023-11-23,2997
SC52,2023-11-24,4202
SC52,2023-11-25,3665
SC52,2023-11-26,2789
SC52,2023-11-27,2901
SC52,2023-11-28,3052
SC52,2023-11-29,3045
SC52,2023-11-30,3559
SC60,2023-08-01,47423
SC60,2023-08-02,47632
SC60,2023-08-03,47003
SC60,2023-08-04,44637
SC60,2023-08-05,45523
SC60,2023-08-06,44487
SC60,2023-08-07,44102
SC60,2023-08-08,46210
SC60,2023-08-09,48135
SC60,2023-08-10,49417
SC60,2023-08-11,51268
SC60,2023-08-12,56240
SC60,2023-08-13,50319
SC60,2023-08-14,44745
SC60,2023-08-15,48666
SC60,2023-08-16,49953
SC60,2023-08-17,53721
SC60,2023-08-18,52673
SC60,2023-08-19,52704
SC60,2023-08-20,51229
SC60,2023-08-21,50589
SC60,2023-08-22,51152
SC60,2023-08-23,54496
SC60,2023-08-24,50248
SC60,2023-08-25,54195
SC60,2023-08-26,52129
SC60,2023-08-27,50028
SC60,2023-08-28,49876
SC60,2023-08-29,51274
SC60,2023-08-30,53727
SC60,2023-08-31,51569
SC60,2023-09-01,54685
SC60,2023-09-02,52640
SC60,2023-09-03,52285
SC60,2023-09-04,51715
SC60,2023-09-05,54049
SC60,2023-09-06,53009
SC60,2023-09-07,53175
SC60,2023-09-08,53544
SC60,2023-09-09,54147
SC60,2023-09-10,50173
SC60,2023-09-11,50304
SC60,2023-09-12,49958
SC60,2023-09-13,50290
SC60,2023-09-14,51953
SC60,2023-09-15,50490
SC60,2023-09-16,50071
SC60,2023-09-17,50442
SC60,2023-09-18,52214
SC60,2023-09-19,50803
SC60,2023-09-20,53704
SC60,2023-09-21,53904
SC60,2023-09-22,54668
SC60,2023-09-23,55435
SC60,2023-09-24,54816
SC60,2023-09-25,57110
SC60,2023-09-26,56695
SC60,2023-09-27,58984
SC60,2023-09-28,53672
SC60,2023-09-29,48845
SC60,2023-09-30,51349
SC60,2023-10-01,46571
SC60,2023-10-02,43348
SC60,2023-10-03,40891
SC60,2023-10-04,41971
SC60,2023-10-05,46535
SC60,2023-10-06,49119
SC60,2023-10-07,51953
SC60,2023-10-08,53583
SC60,2023-10-09,51896
SC60,2023-10-10,54297
SC60,2023-10-11,54741
SC60,2023-10-12,55039
SC60,2023-10-13,55280
SC60,2023-10-14,55794
SC60,2023-10-15,51292
SC60,2023-10-16,52707
SC60,2023-10-17,54345
SC60,2023-10-18,54877
SC60,2023-10-19,52018
SC60,2023-10-20,52879
SC60,2023-10-21,52867
SC60,2023-10-22,52576
SC60,2023-10-23,55005
SC60,2023-10-24,64005
SC60,2023-10-25,65894
SC60,2023-10-26,65806
SC60,2023-10-27,63435
SC60,2023-10-28,61592
SC60,2023-10-29,61418
SC60,2023-10-30,63613
SC60,2023-10-31,63996
SC60,2023-11-01,89699
SC60,2023-11-02,88949
SC60,2023-11-03,73716
SC60,2023-11-04,69778
SC60,2023-11-05,64786
SC60,2023-11-06,64651
SC60,2023-11-07,65838
SC60,2023-11-08,64305
SC60,2023-11-09,67318
SC60,2023-11-10,70312
SC60,2023-11-14,77011
SC60,2023-11-15,79539
SC60,2023-11-16,73102
SC60,2023-11-17,70503
SC60,2023-11-18,67163
SC60,2023-11-19,69428
SC60,2023-11-20,65002
SC60,2023-11-21,68378
SC60,2023-11-22,67157
SC60,2023-11-23,64426
SC60,2023-11-24,64912
SC60,2023-11-25,62011
SC60,2023-11-26,59165
SC60,2023-11-27,60275
SC60,2023-11-28,60744
SC60,2023-11-29,61313
SC60,2023-11-30,61486
